duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,root_shell,label
177,0,1,0,3780,1355,0,93,46,58,4,1,2
46,0,1,1,4588,409,0,35,99,44,4,1,3
354,0,4,3,1474,4151,0,19,70,98,3,0,0
786,2,4,1,2882,3804,1,39,72,61,3,1,2
294,2,1,0,3409,3180,0,62,10,83,3,0,4
482,0,4,2,3826,1979,1,27,71,74,1,0,3
595,2,0,2,4772,3603,0,65,23,91,4,1,2
789,0,1,3,2422,4390,1,96,67,83,4,1,2
153,1,4,1,3777,2311,1,3,40,30,4,0,3
729,0,1,2,2476,470,0,5,28,92,0,1,2
135,2,3,2,3297,1333,1,22,8,96,4,0,0
83,1,2,0,3709,4110,0,15,22,2,2,1,1
698,2,1,3,619,233,1,3,78,85,2,0,1
985,1,3,2,3031,3458,1,95,13,55,1,1,4
815,0,1,3,2852,1765,1,92,13,34,1,1,1
3,1,3,3,2119,2739,1,5,53,53,2,0,2
396,0,4,1,2156,970,0,35,94,72,4,0,3
162,0,0,0,2266,1712,1,63,73,16,1,1,1
492,2,4,1,3254,1889,0,74,1,33,4,0,3
384,2,3,0,180,2661,0,26,45,9,3,0,2
263,0,3,1,1186,3998,0,84,69,31,0,1,0
198,2,0,2,3946,587,1,83,1,32,3,1,1
151,2,1,1,724,767,1,4,24,12,2,0,4
109,1,4,1,736,1811,0,6,12,52,3,0,3
574,2,2,3,1384,206,1,89,26,20,2,1,2
260,1,0,2,1012,4720,1,44,5,75,3,0,0
454,1,2,2,4807,2644,1,10,6,41,3,0,4
570,2,2,0,582,2912,1,53,20,50,4,0,4
211,0,2,0,3736,4445,1,12,5,58,0,1,1
813,0,0,3,2450,358,0,11,87,65,1,1,1
976,1,1,3,4390,1027,1,67,34,21,1,0,3
289,0,4,3,2963,2888,0,78,91,0,4,1,0
823,2,0,0,1609,3172,1,72,9,49,0,0,0
739,2,3,0,645,416,1,28,89,37,4,0,0
10,1,4,1,2914,3384,0,97,9,75,4,0,2
263,1,1,2,2410,593,0,56,16,60,0,0,2
764,0,1,1,1407,822,0,95,15,58,1,0,4
465,0,4,1,2632,3713,1,97,47,29,2,0,0
623,1,2,2,386,1966,0,24,58,61,4,0,0
688,1,4,3,4455,4138,0,45,92,71,2,0,3
749,0,2,2,608,1187,0,73,16,99,1,1,2
871,0,2,3,516,37,1,11,89,1,1,1,4
652,0,1,1,212,806,0,61,62,31,2,0,3
900,1,0,3,2826,1135,1,7,72,14,0,1,4
574,1,3,2,3504,932,0,60,15,35,2,0,0
694,0,1,1,852,2888,1,56,22,20,4,0,4
829,2,0,3,3653,1724,1,35,95,28,4,1,3
882,0,0,0,2472,1067,0,92,67,53,2,1,4
628,2,1,3,3133,1491,0,24,20,75,0,1,4
893,0,4,0,1536,153,0,7,89,8,0,1,3
18,2,4,2,2621,615,0,28,37,91,1,0,2
11,1,2,0,1061,2992,0,57,7,43,3,0,4
662,0,0,2,631,2586,0,57,77,30,0,1,4
881,0,0,1,2582,3589,1,58,55,46,2,1,1
334,1,0,0,3817,2796,1,80,85,32,3,0,4
509,0,3,2,2356,1148,1,27,11,50,3,0,3
783,0,0,2,4267,95,0,10,46,78,0,0,4
375,1,0,1,84,4351,0,32,16,47,3,0,0
864,2,0,3,2888,2548,1,21,17,60,2,1,1
735,2,1,2,781,234,0,46,30,84,1,0,1
914,2,0,3,1913,440,1,61,63,69,4,0,4
194,1,1,0,3355,1933,0,87,53,91,3,0,1
874,1,1,3,2909,1982,1,95,93,42,1,1,1
249,1,2,0,1590,2270,0,63,81,8,4,0,4
432,2,3,2,342,674,0,80,83,19,3,1,3
573,1,2,3,2576,2615,1,34,95,92,4,0,0
764,0,2,3,4762,1324,1,45,35,70,0,0,1
520,0,0,1,1809,3887,0,67,57,78,0,1,2
251,1,0,3,3384,1463,0,9,21,69,0,0,1
66,2,4,1,2535,1581,1,59,84,62,0,0,4
394,0,3,2,736,4184,1,11,59,12,0,1,4
736,1,0,2,3836,446,0,0,35,59,1,0,3
150,2,2,1,4983,1161,1,65,65,15,1,0,3
803,0,1,0,4267,4111,1,47,71,93,2,1,0
203,1,3,1,1701,2582,0,87,85,8,4,1,0
950,2,4,0,3324,959,1,74,20,82,1,1,2
949,1,1,3,4582,2643,1,72,52,9,4,0,3
961,1,4,2,2176,439,1,76,4,70,4,1,0
322,1,0,2,2694,4848,1,44,81,82,4,1,4
701,2,2,0,3433,424,1,57,69,46,4,0,1
573,1,4,3,4313,4490,0,62,48,61,2,0,2
590,0,2,0,532,4346,1,61,75,65,3,0,3
985,0,4,0,858,659,1,41,14,40,0,1,0
554,0,4,1,2151,4796,1,9,69,44,0,1,3
535,0,4,3,593,4577,0,57,79,49,0,1,3
276,0,4,1,3506,819,1,4,68,40,1,0,4
932,1,0,2,2368,4507,0,97,23,16,4,0,0
896,1,2,3,4459,3892,1,55,34,56,0,0,4
665,2,0,0,155,538,0,79,29,85,0,0,0
75,1,2,0,4631,3109,1,12,55,66,1,1,4
577,0,2,2,2398,1490,0,51,78,64,2,0,2
984,0,1,0,4832,3802,0,46,3,6,2,0,2
449,0,4,3,1914,2365,1,95,99,38,0,0,4
135,2,3,3,3832,75,1,6,64,9,2,0,0
31,0,0,3,2433,3015,0,68,32,96,4,0,1
32,2,2,0,3376,2002,1,14,57,25,1,0,1
331,2,1,1,4469,1973,0,86,13,84,2,1,2
616,2,1,0,4864,265,1,42,47,0,3,1,0
99,1,4,3,4633,3819,0,40,7,76,2,0,3
708,1,1,1,971,3626,0,85,83,76,1,0,3
411,2,1,0,632,1155,0,64,95,88,3,0,0
882,2,2,1,884,2931,1,49,79,4,0,1,4
923,1,0,0,646,3691,1,35,42,98,2,1,1
204,1,4,3,3993,2505,1,3,81,2,3,0,4
35,0,0,2,1779,4569,1,78,82,69,1,1,3
870,2,0,1,1714,1124,1,60,38,78,4,1,0
869,0,2,0,888,1619,1,48,26,46,1,1,4
772,1,4,1,3105,3827,0,84,27,44,1,0,0
521,0,4,0,4849,2306,1,42,27,99,4,1,0
945,2,2,2,728,3611,0,47,23,52,0,1,0
954,1,1,1,461,582,0,42,14,96,3,0,4
942,1,0,1,493,4730,0,39,34,49,4,0,0
412,2,0,2,4117,2794,0,31,33,99,4,1,1
341,0,2,2,577,3897,0,78,86,53,2,0,4
892,2,1,2,4025,4210,0,93,73,15,2,0,1
641,1,2,0,1164,4987,1,53,36,21,4,0,2
991,0,0,2,2463,4264,1,18,98,37,4,0,0
979,1,1,3,2892,4875,0,68,46,10,4,0,2
966,0,3,1,2699,2718,0,60,65,86,4,1,1
855,2,3,3,3510,1752,0,97,74,11,0,1,2
895,1,2,3,111,2858,0,72,25,97,2,1,1
59,1,0,3,3022,4805,0,47,51,7,2,1,2
572,1,1,1,2074,2111,0,23,40,85,1,0,1
899,1,1,3,3463,3253,0,50,84,17,1,1,3
386,2,3,2,3917,1008,0,84,58,61,0,1,0
731,1,1,0,2597,4254,1,37,37,13,2,0,4
563,1,1,2,752,3273,0,59,31,73,0,0,1
490,1,2,2,4511,788,0,54,98,73,2,0,2
354,1,2,0,4316,4936,1,53,59,80,0,1,2
927,0,4,0,1043,4514,1,29,66,2,3,0,2
114,0,1,1,1314,1949,1,87,42,69,2,1,3
957,0,3,2,2132,2603,1,43,86,48,3,0,0
776,2,3,1,4534,1129,0,20,60,22,0,1,3
129,1,2,3,4822,4240,0,91,39,52,0,0,4
343,2,4,1,97,3639,0,19,59,73,2,1,0
209,1,3,1,4878,4608,1,36,42,94,3,0,3
949,0,1,0,2708,2784,1,98,68,14,2,0,0
276,1,3,1,254,729,0,13,37,85,0,0,1
436,1,1,1,2514,1542,1,22,28,77,2,0,1
486,0,3,3,3850,2472,1,51,83,91,4,1,1
950,2,3,1,305,4629,1,34,50,71,2,1,4
243,0,1,0,329,2033,1,94,85,47,4,1,1
80,0,1,3,304,2402,1,67,11,20,1,0,2
172,1,2,2,51,1598,1,35,27,84,1,0,1
706,0,0,1,2923,2715,0,29,82,67,4,0,3
897,1,3,0,539,1163,0,37,65,51,4,1,1
366,1,0,2,4365,2542,0,80,42,4,4,1,4
835,2,2,3,3840,2270,0,28,39,90,2,1,1
373,1,3,2,4287,3502,0,46,34,21,2,1,3
868,2,2,1,3055,975,0,84,93,7,2,0,4
575,1,2,2,3801,3981,1,21,18,70,4,0,0
923,0,1,1,2516,4089,1,20,67,62,3,0,4
5,0,0,1,2673,3629,0,1,86,32,4,0,2
606,0,2,3,4439,4388,0,88,37,66,0,0,1
459,0,2,3,987,551,1,79,35,68,1,1,1
936,0,4,3,2676,545,0,76,9,48,4,0,1
907,2,3,1,2256,2059,1,53,87,90,2,0,2
430,0,2,2,260,4566,0,8,73,83,4,1,3
918,1,1,3,2847,1323,0,98,46,21,1,1,1
700,1,1,1,3151,53,1,81,54,32,4,1,2
45,1,0,1,515,4695,0,19,14,59,4,1,4
301,0,1,2,3964,4680,1,94,3,46,1,0,0
543,0,2,0,1349,1946,0,24,87,83,1,0,4
174,2,0,1,3776,4160,1,6,77,24,4,1,2
80,2,3,2,2785,3328,0,37,59,42,0,0,4
951,2,3,1,1573,4164,0,21,86,48,0,0,3
588,1,2,3,1751,547,0,90,91,79,2,0,0
561,2,2,3,3861,4531,1,63,10,26,4,1,2
927,0,4,0,2623,4916,0,27,38,25,1,1,4
585,2,3,0,3915,1255,1,79,37,86,0,0,4
426,2,0,3,1896,2415,0,30,10,65,3,0,1
710,1,4,0,1662,1663,0,1,63,95,3,0,0
308,0,4,2,4996,82,0,92,24,7,1,0,3
581,1,1,0,1578,4770,0,68,34,2,2,0,4
712,2,3,1,3546,3903,1,66,92,31,2,0,2
905,0,4,2,502,3545,1,3,81,88,3,1,4
812,2,3,3,2327,1217,1,41,17,23,4,1,4
990,1,2,0,4141,792,0,1,7,90,3,1,0
433,1,4,2,4889,4134,0,85,65,45,1,1,2
6,0,0,1,3579,1595,1,26,65,62,1,1,3
336,2,3,0,2698,4629,1,52,2,95,4,1,4
671,1,2,0,666,2838,1,30,65,90,4,0,3
878,1,3,0,2926,4217,1,60,97,46,2,0,1
178,2,3,1,2152,1397,0,66,28,98,0,1,3
868,0,1,3,4153,1977,0,58,48,96,2,0,1
946,2,1,2,2390,1743,1,34,7,71,4,0,4
963,1,4,2,1377,851,0,16,76,44,1,1,0
373,0,0,3,553,3934,0,8,94,23,0,1,4
378,0,0,1,4509,3691,0,56,88,48,3,1,3
645,0,0,1,1935,4551,1,85,29,73,1,0,1
12,2,4,0,677,1893,0,85,4,42,4,0,4
300,2,1,2,1701,2942,1,51,12,87,4,0,3
679,2,2,3,487,1845,1,72,71,70,4,1,2
208,0,1,1,4530,4191,1,88,31,82,0,1,2
971,2,2,2,1680,4728,1,23,12,20,2,0,3
465,0,1,3,2640,4324,0,52,98,61,1,1,2
675,2,3,3,2206,4908,0,7,29,50,0,0,3
681,0,0,2,2017,4001,1,98,45,90,4,1,4
423,0,4,1,3497,3922,1,56,29,80,0,1,1
240,0,2,0,200,122,0,80,50,40,3,1,2
254,2,0,1,1278,3946,1,23,39,22,0,1,1
733,1,0,0,2757,1717,1,52,89,20,3,1,4
596,1,4,0,2813,4408,1,74,87,36,3,1,2
298,1,3,3,923,4829,1,11,72,32,4,0,2
516,1,1,2,4009,3067,1,85,38,74,3,0,1
10,2,0,3,1285,1581,0,75,7,93,4,0,3
877,1,1,2,2743,2617,1,52,79,96,1,1,0
239,2,1,2,3435,1539,1,48,24,15,2,0,1
187,1,0,2,2759,2169,1,48,64,31,2,0,3
416,1,3,2,3764,480,0,39,69,85,2,0,0
259,1,4,3,2280,2166,0,65,90,67,4,1,4
251,2,2,1,110,2454,0,0,59,81,1,0,3
600,0,0,1,1367,1591,1,20,40,25,0,0,1
90,2,3,2,4109,4835,0,89,74,63,4,0,2
256,2,1,2,4037,3393,0,27,34,24,2,0,1
848,1,3,0,4577,4621,0,35,80,18,1,1,2
354,2,2,3,2291,4022,0,85,67,0,4,1,4
738,0,0,2,3595,2564,1,44,15,9,4,0,2
733,1,3,3,4716,1686,1,2,61,9,1,1,1
711,0,4,2,3378,1286,1,2,88,49,0,1,2
28,2,1,1,2183,4621,1,8,64,45,3,1,1
456,0,4,2,4516,3695,0,45,14,19,0,1,1
105,0,4,2,1575,3314,0,52,0,93,4,1,0
792,0,0,1,1000,1240,0,17,93,34,4,0,2
435,2,0,2,550,2764,0,5,22,20,2,1,1
540,1,3,2,1964,3002,1,38,97,27,3,1,2
144,0,4,1,786,2257,1,73,64,33,3,1,0
563,1,2,3,3791,3009,1,81,57,82,2,0,1
939,0,1,2,2315,1649,0,55,19,64,2,1,3
104,2,4,2,2918,4798,1,51,22,89,2,0,0
610,2,3,0,4423,4368,1,1,66,70,2,0,3
827,1,0,1,2341,2058,1,70,85,71,0,0,1
110,2,4,0,2012,4120,1,98,32,27,2,0,0
902,1,1,2,3579,3448,1,76,72,8,1,0,3
506,2,2,1,1132,1470,1,31,87,82,3,0,1
444,1,0,1,2396,2285,0,64,11,26,1,0,1
16,2,4,0,4269,2589,0,62,32,47,0,1,0
133,1,1,3,1893,2985,1,40,87,33,1,0,0
940,0,1,1,2230,1720,1,68,45,94,1,0,1
975,1,3,1,337,878,1,81,72,81,4,0,3
121,0,4,2,3015,868,0,24,64,49,0,1,4
205,1,2,3,4408,559,1,94,63,16,0,0,0
259,1,1,0,3494,2466,0,25,98,47,0,0,4
545,0,0,3,4280,2901,0,68,10,25,4,0,4
807,1,0,3,575,308,1,86,71,31,0,1,2
415,0,2,1,2726,3438,1,21,62,73,3,1,2
60,2,4,0,2848,894,1,98,48,58,1,0,1
565,0,4,3,3155,3477,0,69,95,29,2,1,0
868,0,0,0,2016,3515,0,29,37,76,1,0,2
246,2,0,3,2722,2636,1,98,26,69,2,1,0
631,1,1,0,4248,2453,0,87,70,44,4,0,3
659,2,3,2,3396,115,1,62,95,88,2,1,3
82,0,0,2,4935,2269,1,38,74,86,3,1,4
409,1,4,1,4421,1261,0,37,89,1,0,0,0
824,1,0,0,4925,1509,0,26,61,22,0,0,4
20,2,1,1,2901,415,0,30,90,79,1,1,2
531,1,3,2,4147,3705,0,56,21,67,4,0,0
983,2,3,2,2457,1652,0,50,67,15,4,1,0
769,2,0,0,4059,1605,0,2,62,9,4,1,2
635,0,4,0,262,1616,1,40,18,46,4,1,1
520,2,3,1,4804,3233,0,45,19,45,0,0,2
662,1,4,0,195,2517,1,0,29,25,4,1,0
0,0,1,3,2342,1959,0,66,64,78,1,1,1
155,1,0,0,942,3005,0,77,60,54,3,1,2
397,2,4,0,4406,1386,1,11,13,8,1,1,0
551,2,1,0,251,2324,0,31,35,55,0,0,1
982,1,3,3,1734,2055,0,67,68,50,1,1,4
421,2,2,1,413,4980,0,69,27,8,3,1,3
795,2,2,3,2950,3221,0,93,64,35,4,1,1
20,2,0,3,47,1424,0,28,54,23,2,1,2
354,0,1,3,1404,2917,1,91,88,41,0,0,3
393,2,3,3,393,4142,0,92,7,85,3,1,4
379,1,1,3,3599,2651,0,99,59,0,1,0,3
369,0,0,1,4949,145,0,31,43,38,3,1,2
972,0,2,2,4969,329,1,98,95,39,1,0,2
709,2,2,3,2429,2602,1,16,80,12,2,1,1
173,2,1,0,2843,2199,1,5,93,45,4,0,2
87,1,2,2,3993,4614,1,24,84,5,3,1,4
671,0,1,0,4739,1184,0,23,38,53,3,0,3
512,2,2,2,2424,4385,1,12,98,0,4,1,3
514,1,2,3,4421,696,1,12,10,29,0,1,3
624,0,4,2,3238,1123,0,24,5,28,4,1,3
325,2,3,2,743,4871,0,19,71,3,0,0,1
960,1,1,3,2857,2397,0,29,65,26,0,1,4
384,1,4,1,4794,4227,0,90,80,78,4,0,1
381,2,1,1,2647,4556,1,81,80,95,2,1,3
710,2,0,1,1859,4257,0,80,46,79,2,1,1
829,1,4,0,45,601,1,53,31,74,3,1,4
159,1,0,2,2467,173,0,77,47,90,3,0,0
352,1,0,2,1120,124,1,85,7,29,0,1,1
56,2,2,2,2550,733,1,72,19,63,1,1,4
486,0,4,2,4426,4575,1,25,35,24,2,1,3
101,2,0,3,279,2120,1,2,54,43,3,1,3
281,2,1,2,446,1275,0,11,63,34,1,1,4
417,1,1,0,1631,4841,0,55,48,48,0,1,4
329,1,3,2,2379,112,0,89,47,91,4,1,2
569,0,3,3,3827,243,1,17,21,81,0,0,3
721,2,2,3,186,2139,1,72,36,10,4,0,4
531,0,1,3,948,3892,1,65,94,50,1,0,4
409,0,4,0,273,1049,0,35,54,17,0,1,1
327,0,1,0,695,1075,1,97,64,16,0,1,4
752,2,1,1,2867,4421,1,18,56,78,4,0,1
674,2,3,1,1607,3988,1,31,41,79,2,1,3
821,1,3,1,696,3853,0,16,92,19,0,0,2
143,2,1,2,2412,1580,1,55,17,39,4,1,4
439,2,0,0,131,2947,0,48,98,24,1,1,4
905,1,0,3,3719,3155,1,5,74,90,4,0,3
865,2,3,1,338,1137,0,70,70,64,1,0,4
433,2,1,1,2771,576,0,55,11,88,4,1,1
874,0,2,1,2540,2094,0,67,38,30,1,0,0
233,2,3,1,1077,4188,0,13,28,3,0,0,2
322,0,1,0,227,2473,0,24,71,56,2,0,2
730,1,0,3,1802,3230,0,22,72,74,2,0,2
497,1,2,0,2947,2142,0,63,21,65,0,0,3
427,1,0,2,2548,2248,1,44,3,8,0,0,4
919,1,3,2,2668,4290,0,53,21,4,4,1,3
342,2,1,3,2431,4192,1,73,42,62,2,0,0
303,0,3,3,4769,4076,0,10,91,91,2,0,3
810,2,3,1,1169,917,1,20,29,5,0,1,2
488,0,3,2,4154,3316,1,82,9,88,0,1,3
347,2,4,2,4859,1893,1,90,85,2,3,0,1
133,1,3,3,2597,1385,0,12,75,56,2,1,2
679,0,2,0,1356,4083,1,39,34,89,1,0,3
248,0,4,1,1757,1690,0,57,76,15,2,1,1
12,2,0,1,1043,1810,1,71,89,37,4,0,2
306,1,4,1,4128,2818,0,55,81,10,4,0,2
953,1,3,0,4654,2419,1,32,95,6,3,0,0
536,0,1,2,449,2714,0,56,89,49,2,0,2
426,0,1,3,1905,425,1,16,49,84,4,0,3
113,1,4,1,3670,1668,0,69,44,97,1,0,0
475,2,1,0,3733,2500,1,69,68,70,0,1,4
919,2,2,0,2137,3702,0,93,43,5,0,0,1
33,0,0,3,2881,2084,1,71,26,31,0,1,3
371,2,1,3,3010,2135,1,70,61,54,0,1,2
627,0,3,2,1578,4591,0,69,0,9,0,1,3
128,1,4,2,1752,1712,0,57,36,79,1,0,0
867,1,2,3,3358,3179,1,35,21,36,2,1,2
286,0,4,1,3509,2575,0,34,29,92,2,0,4
501,0,4,0,2494,2418,1,48,80,38,2,1,1
62,1,4,3,2841,4774,0,44,35,78,3,0,4
823,2,2,0,1753,4265,0,73,0,99,4,0,2
893,2,3,3,982,3612,1,29,92,73,3,0,4
777,0,3,3,3624,3138,1,41,17,25,3,1,2
762,0,0,1,2235,2189,1,52,19,25,0,0,4
385,0,1,0,2824,3357,1,19,82,4,1,0,3
947,0,4,3,3698,4095,0,72,47,52,4,0,3
803,1,1,0,450,1892,0,54,40,36,1,1,1
306,1,3,1,287,3753,1,94,50,48,4,0,1
138,0,0,2,3026,1791,0,75,2,20,3,1,1
401,0,4,1,1845,698,1,56,57,84,2,1,3
973,0,1,0,1238,2173,1,65,77,89,4,1,0
49,0,4,1,1892,2878,0,12,70,28,2,1,0
110,2,3,0,2797,1213,1,79,61,65,1,0,0
958,2,3,2,1708,2772,1,47,85,1,1,0,3
284,2,3,3,1155,3449,1,46,6,47,2,0,3
666,0,0,3,4370,77,1,43,90,27,1,0,4
347,0,4,1,1286,2080,0,73,48,85,4,0,2
617,1,1,1,589,798,1,9,58,59,3,0,1
422,0,2,2,3464,777,1,20,38,27,2,1,4
464,1,1,3,4229,2096,1,92,93,28,0,1,1
436,2,1,1,3840,166,0,11,70,64,1,0,4
583,2,4,3,3195,807,1,50,51,43,3,1,2
761,2,1,1,1930,2806,0,25,87,48,0,1,2
29,0,0,0,1899,4787,1,96,81,91,2,1,3
720,1,2,2,1479,2166,0,70,23,57,0,1,4
991,0,4,2,4464,3362,1,39,93,56,4,1,3
367,0,2,3,636,242,0,84,57,43,1,1,0
239,2,4,0,1456,2802,0,26,0,95,1,1,2
710,0,2,1,4406,3363,1,13,65,43,0,1,3
777,1,4,1,583,3967,1,36,65,87,1,0,2
181,0,3,3,1821,346,1,0,73,56,4,1,2
776,1,1,3,612,3666,0,47,86,61,4,1,3
687,1,1,0,1723,4301,0,22,72,53,0,1,4
387,2,2,3,901,4993,0,39,35,26,3,0,0
134,1,3,0,3686,1794,0,21,32,54,4,1,4
311,2,2,0,3872,361,0,36,84,70,3,1,2
598,2,2,3,830,415,0,48,34,35,1,0,4
58,1,3,1,669,1645,0,22,89,8,1,0,3
600,2,1,3,2433,3065,1,87,38,21,0,1,0
775,1,1,0,2890,669,1,74,76,34,0,0,1
219,1,4,1,1841,400,1,6,5,62,2,0,2
398,0,2,3,339,1314,0,73,76,23,4,1,1
591,2,4,2,4382,3071,1,25,98,48,0,1,2
43,1,1,0,4438,4004,0,36,1,96,0,0,1
403,0,3,1,3143,4529,0,33,20,81,3,1,0
885,0,1,0,2697,3061,1,14,36,10,0,0,3
236,2,0,1,2428,2340,0,92,60,45,3,1,4
334,0,3,0,4679,868,1,10,37,79,3,0,0
252,0,4,2,440,3144,1,98,80,97,4,0,4
639,0,3,1,3324,1468,0,21,42,67,2,0,0
938,0,2,3,1255,3300,0,47,94,64,3,0,0
819,2,2,2,2050,3195,1,85,35,32,4,1,0
177,1,3,3,4999,2815,1,10,73,79,0,1,4
946,2,2,0,4647,4883,1,21,59,50,4,0,2
652,0,4,2,666,4303,0,81,29,99,1,1,0
783,2,2,2,1506,2022,0,0,52,17,2,0,4
484,0,1,0,4116,1752,1,66,21,37,1,1,0
871,2,4,0,3443,4536,1,10,19,24,3,1,1
449,0,4,1,4104,263,1,81,88,49,1,1,0
616,2,4,1,3736,3090,1,25,46,98,3,1,1
713,1,0,1,3587,3751,0,56,20,22,2,0,3
553,0,3,2,4953,1322,0,36,86,92,3,1,0
875,0,2,0,3423,2592,1,17,2,71,0,0,0
436,0,3,1,1235,4931,1,99,9,52,0,0,4
624,0,4,0,4712,2034,0,16,79,55,2,1,4
742,0,2,2,4098,3989,0,88,88,95,1,0,1
432,1,4,3,475,3870,0,0,49,89,1,0,4
138,2,2,1,4344,157,0,75,20,24,0,1,4
413,1,3,1,31,395,0,63,63,8,3,1,4
537,1,1,0,458,2693,1,12,44,22,4,0,1
811,2,0,3,3622,655,1,16,37,70,4,1,2
101,2,2,0,1798,868,1,91,45,31,4,1,4
729,2,0,3,2758,1636,1,47,8,37,4,1,1
589,1,2,1,4285,1381,1,69,10,2,3,0,4
803,1,1,3,3121,4886,0,17,62,18,4,1,0
766,1,1,1,2846,1158,1,54,59,99,1,1,0
786,0,2,2,3600,4183,1,14,58,61,2,1,0
181,0,2,0,1669,1803,1,47,65,65,1,1,4
902,2,3,1,337,2856,0,85,37,43,4,1,1
3,0,4,1,132,291,0,28,37,77,2,1,1
676,2,4,1,1000,112,1,26,59,8,4,0,2
888,0,4,1,3050,601,1,58,57,33,0,1,3
577,2,2,2,4145,2258,0,48,14,53,3,1,4
890,1,2,0,4900,3536,0,88,67,62,3,0,0
907,2,3,1,4048,2955,0,45,71,31,3,1,3
887,2,2,2,1976,3312,0,37,57,87,2,1,4
933,2,1,0,3764,1687,0,14,92,16,4,0,1
510,1,3,2,4697,1562,1,30,9,36,2,0,2
711,1,4,3,3657,2443,0,93,7,21,4,1,2
51,1,4,1,2023,1044,0,92,25,86,2,1,2
164,1,4,2,4549,607,0,55,82,99,2,0,4
902,2,2,2,1350,61,1,17,51,10,0,1,1
686,0,4,1,4247,653,0,17,28,86,3,1,1
174,2,1,2,984,3643,1,26,61,87,0,0,4
150,1,1,0,3449,899,1,95,78,16,4,1,1
610,0,2,2,1655,4352,1,28,52,70,3,1,1
683,2,4,3,1369,1981,1,78,69,91,3,1,0
992,1,4,1,774,115,1,52,11,15,3,0,4
21,2,2,0,649,3377,0,68,44,22,4,0,0
744,1,1,2,4440,4740,1,86,8,28,4,1,4
575,0,4,0,4959,808,1,18,11,37,2,0,2
535,0,4,3,2114,4794,0,4,65,45,4,0,3
183,2,0,3,3784,2845,1,38,77,85,2,1,2
431,0,3,0,4175,983,1,87,32,83,4,1,1
457,2,4,1,2382,4169,0,11,37,66,4,0,2
270,2,4,2,218,3426,0,69,81,56,4,1,4
15,2,1,1,3198,1129,1,67,25,91,0,0,3
853,1,1,0,4490,2864,1,61,79,35,3,0,1
810,0,4,1,2083,3621,0,73,57,35,3,1,0
389,2,4,0,3997,2353,1,50,56,3,3,0,4
205,2,3,2,2801,4970,0,59,56,74,0,0,4
172,2,4,3,4230,3458,0,60,20,15,3,1,3
160,0,2,1,873,4393,0,17,50,2,4,1,2
402,1,2,1,517,1284,1,32,62,12,2,0,1
148,2,3,2,91,4123,0,1,91,11,3,0,2
224,0,4,3,2524,77,0,5,17,98,2,0,4
746,1,1,2,2499,1032,1,55,49,38,0,0,2
760,1,1,0,3727,4309,1,98,21,38,1,0,4
797,1,3,3,3888,3950,0,70,92,91,0,0,4
725,1,2,3,1650,2020,0,78,81,47,0,1,4
939,0,3,2,4577,4239,1,9,27,38,4,0,2
464,0,4,1,3775,1007,1,87,73,19,0,0,0
171,0,3,0,2301,326,0,71,88,98,3,0,3
182,1,3,0,4348,1898,1,9,89,96,3,0,0
898,1,2,1,3067,714,0,1,98,76,4,0,3
638,1,0,2,1358,384,0,10,79,13,2,0,4
889,2,3,0,2034,4852,0,38,55,45,3,1,2
741,2,0,3,2784,2865,1,33,98,5,0,0,1
933,2,2,2,780,2383,0,73,73,64,2,0,3
790,0,0,0,4506,3751,1,37,99,16,2,0,4
831,0,0,3,1984,2845,0,47,49,96,1,0,3
256,2,0,1,965,4731,0,19,99,18,4,1,0
78,0,1,1,4219,4719,1,28,1,97,3,0,2
544,0,2,3,2404,2530,0,57,44,9,0,0,3
573,1,4,1,3971,1819,0,22,98,67,4,0,3
124,1,3,1,3630,4388,1,64,59,51,4,0,2
492,0,1,2,466,129,0,49,8,37,3,1,1
416,1,2,3,1207,1606,0,63,98,6,3,1,0
319,0,2,1,38,3877,0,23,7,50,1,0,1
100,1,2,2,2148,4484,0,94,81,70,0,1,4
290,2,2,1,3360,1417,0,50,38,34,3,1,2
326,2,1,1,3777,1122,0,24,81,71,1,0,3
928,2,3,3,4993,3639,1,50,7,74,1,0,1
209,2,4,2,3629,3166,1,73,97,81,1,0,3
195,1,1,2,2963,4896,1,90,50,62,3,1,2
621,1,4,0,4211,4546,0,53,87,11,4,1,2
804,1,4,2,3023,2191,0,32,3,12,0,0,1
841,0,1,2,4336,1679,0,57,34,17,3,0,2
612,0,0,2,1338,2960,0,81,72,25,1,0,1
882,0,0,3,225,1823,0,26,80,92,3,0,3
585,1,4,3,628,3371,0,95,51,25,3,1,3
343,1,1,1,1848,4231,0,68,48,67,3,0,0
240,0,4,3,1826,2387,1,51,74,65,0,1,4
947,1,2,2,2386,762,1,44,12,52,1,0,4
894,0,4,0,2374,2914,0,45,8,11,2,0,1
123,1,1,3,388,4420,0,35,57,76,2,0,4
376,1,3,3,2749,2528,1,49,29,17,0,0,2
563,0,1,0,3425,4674,1,53,66,94,1,1,3
843,0,4,3,4540,3710,0,72,84,91,2,1,1
119,0,2,1,2438,3933,0,54,6,5,0,0,4
283,1,2,2,1364,1050,1,70,86,42,1,0,1
223,1,2,2,1528,410,1,27,67,53,1,1,2
596,2,1,3,4777,4121,1,76,68,29,4,1,0
260,2,1,0,2163,2465,1,19,4,85,1,1,3
459,2,0,1,4994,1733,1,56,86,64,1,0,2
